"　　　　車站
日期",松山機場,中山國中,南京復興,忠孝復興,大安,科技大樓,六張犁,麟光,辛亥,萬芳醫院,萬芳社區,木柵,動物園,大直,劍南路,西湖,港墘,文德,內湖,大湖公園,葫洲,東湖,南港軟體園區,南港展覽館,小碧潭,新店,新店區公所,七張,大坪林,景美,萬隆,公館,台電大樓,古亭,中正紀念堂,小南門,頂溪,永安市場,景安,南勢角,台大醫院,台北車站,中山,雙連,民權西路,圓山,劍潭,士林,芝山,明德,石牌,唭哩岸,奇岩,北投,新北投,復興崗,忠義,關渡,竹圍,紅樹林,淡水,頂埔,永寧,土城,海山,亞東醫院,府中,板橋,新埔,江子翠,龍山寺,西門,善導寺,忠孝新生,忠孝敦化,國父紀念館,市政府,永春,後山埤,昆陽,南港,象山,台北101/世貿,信義安和,大安森林公園,北門,松江南京,台北小巨蛋,南京三民,松山,輔大,新莊,頭前庄,先嗇宮,三重,菜寮,台北橋,大橋頭,中山國小,行天宮,東門,蘆洲,三民高中,徐匯中學,三和國中,三重國小,迴龍,丹鳳,
2015/12/11,"6,611 ","17,956 ","38,180 ","55,285 ","26,343 ","17,109 ","12,898 ","4,458 ","3,375 ","18,017 ","2,694 ","4,939 ","9,311 ","11,817 ","12,033 ","18,254 ","16,409 ","6,615 ","8,724 ","3,484 ","9,309 ","9,153 ","4,612 ","33,963 ","2,449 ","13,165 ","12,605 ","17,956 ","23,705 ","18,839 ","10,524 ","35,532 ","22,006 ","36,112 ","31,922 ","9,474 ","38,139 ","28,154 ","27,884 ","22,919 ","24,680 ","180,139 ","39,786 ","23,499 ","28,739 ","29,544 ","43,266 ","34,051 ","25,439 ","14,346 ","34,045 ","8,578 ","10,106 ","19,804 ","8,459 ","3,790 ","3,074 ","14,650 ","10,556 ","8,831 ","46,696 ","6,987 ","12,541 ","7,429 ","22,448 ","22,589 ","32,189 ","47,053 ","46,430 ","26,919 ","30,982 ","76,588 ","24,255 ","35,007 ","44,256 ","23,629 ","67,842 ","22,548 ","19,068 ","16,609 ","14,497 ","11,697 ","34,231 ","17,540 ","7,913 ","7,890 ","38,371 ","29,023 ","22,257 ","23,723 ","14,910 ","11,743 ","5,503 ","4,599 ","4,754 ","10,090 ","9,252 ","15,520 ","18,277 ","28,867 ","25,483 ","13,148 ","13,197 ","12,642 ","12,794 ","12,487 ","10,285 ","9,646 ",
2015/12/12,"4,900 ","12,883 ","25,318 ","59,654 ","19,153 ","13,039 ","10,355 ","3,882 ","2,919 ","13,107 ","2,062 ","3,649 ","10,826 ","8,924 ","13,310 ","7,015 ","7,795 ","4,957 ","8,595 ","3,116 ","7,699 ","7,698 ","2,063 ","25,209 ","2,888 ","12,439 ","11,027 ","16,888 ","18,776 ","18,360 ","9,935 ","47,189 ","24,136 ","31,734 ","30,085 ","5,840 ","36,321 ","25,454 ","24,329 ","21,881 ","17,788 ","205,261 ","41,913 ","22,663 ","21,636 ","31,650 ","45,686 ","32,606 ","23,501 ","10,818 ","30,268 ","7,131 ","7,839 ","17,925 ","11,778 ","3,531 ","2,299 ","9,558 ","9,986 ","6,679 ","47,572 ","6,406 ","12,825 ","7,184 ","20,280 ","17,880 ","34,518 ","67,365 ","42,822 ","24,523 ","32,884 ","93,791 ","18,152 ","35,146 ","46,225 ","21,102 ","69,852 ","17,837 ","16,573 ","11,226 ","9,745 ","9,954 ","35,678 ","13,860 ","10,786 ","6,349 ","22,573 ","22,866 ","16,652 ","21,030 ","11,290 ","11,035 ","5,669 ","2,605 ","6,104 ","8,929 ","9,596 ","13,093 ","14,101 ","21,949 ","25,685 ","12,193 ","11,957 ","12,713 ","11,600 ","12,122 ","8,832 ","9,072 ",
2015/12/13,"5,005 ","10,506 ","19,856 ","47,886 ","13,795 ","10,364 ","7,795 ","3,587 ","2,426 ","8,464 ","2,108 ","3,451 ","15,275 ","6,726 ","11,626 ","5,375 ","6,484 ","3,724 ","6,940 ","3,938 ","5,756 ","6,399 ","1,828 ","19,872 ","2,288 ","12,544 ","9,033 ","13,033 ","15,224 ","15,735 ","8,307 ","40,774 ","18,676 ","23,952 ","23,952 ","4,117 ","29,780 ","21,285 ","20,558 ","19,150 ","13,381 ","205,137 ","33,844 ","14,818 ","20,319 ","30,399 ","38,967 ","27,167 ","23,524 ","9,126 ","24,888 ","6,045 ","6,122 ","15,484 ","10,094 ","2,996 ","1,691 ","8,417 ","11,244 ","6,137 ","53,530 ","5,947 ","11,667 ","6,417 ","17,336 ","14,734 ","28,439 ","55,351 ","34,564 ","20,394 ","28,412 ","80,065 ","14,848 ","27,574 ","34,760 ","17,962 ","59,896 ","14,325 ","13,885 ","9,540 ","8,521 ","9,820 ","31,475 ","11,108 ","11,288 ","5,289 ","16,510 ","18,001 ","13,817 ","17,227 ","8,595 ","9,396 ","4,390 ","2,285 ","3,475 ","8,149 ","7,699 ","11,575 ","11,704 ","17,547 ","22,157 ","10,221 ","10,294 ","10,233 ","10,143 ","10,119 ","7,480 ","7,639 ",
2015/12/14,"5,691 ","16,306 ","34,697 ","45,564 ","25,181 ","15,479 ","11,775 ","4,092 ","3,131 ","15,142 ","2,522 ","4,686 ","6,480 ","10,278 ","10,437 ","16,905 ","15,442 ","5,832 ","8,035 ","3,339 ","8,298 ","8,301 ","4,567 ","29,044 ","2,172 ","12,389 ","11,355 ","16,081 ","20,474 ","16,858 ","9,388 ","28,016 ","17,713 ","32,283 ","28,510 ","8,916 ","35,203 ","25,820 ","25,888 ","22,381 ","23,877 ","151,746 ","34,029 ","21,958 ","26,169 ","24,116 ","35,555 ","29,094 ","22,726 ","13,617 ","30,806 ","7,905 ","9,243 ","17,736 ","7,162 ","3,436 ","2,741 ","13,136 ","9,996 ","7,674 ","40,373 ","6,661 ","11,330 ","6,899 ","20,831 ","21,166 ","28,988 ","39,549 ","42,697 ","24,870 ","27,976 ","65,462 ","21,279 ","30,741 ","37,373 ","20,408 ","58,384 ","20,354 ","17,648 ","14,998 ","12,838 ","11,062 ","27,568 ","15,793 ","7,196 ","7,052 ","35,853 ","20,850 ","20,437 ","21,029 ","12,557 ","10,665 ","5,029 ","4,244 ","4,286 ","9,344 ","8,380 ","13,267 ","16,837 ","25,852 ","22,358 ","12,710 ","12,158 ","11,403 ","12,309 ","11,708 ","8,961 ","8,783 ",
2015/12/15,"5,508 ","16,762 ","36,235 ","47,093 ","25,457 ","16,145 ","12,001 ","4,200 ","3,325 ","15,592 ","2,462 ","4,608 ","7,528 ","10,730 ","11,165 ","17,659 ","16,080 ","5,924 ","8,010 ","3,209 ","8,701 ","8,406 ","4,564 ","29,276 ","2,220 ","12,141 ","11,452 ","16,127 ","21,788 ","16,512 ","9,603 ","28,907 ","18,606 ","33,497 ","29,899 ","9,504 ","35,615 ","26,528 ","25,905 ","21,462 ","24,922 ","141,961 ","34,826 ","22,252 ","26,856 ","25,751 ","36,749 ","29,572 ","23,649 ","13,814 ","31,643 ","7,922 ","9,603 ","18,158 ","7,707 ","3,465 ","2,834 ","13,724 ","9,881 ","7,618 ","37,773 ","6,613 ","11,484 ","6,671 ","21,084 ","21,623 ","28,947 ","38,302 ","43,115 ","25,629 ","27,724 ","64,016 ","22,767 ","31,441 ","38,289 ","20,852 ","58,402 ","20,912 ","17,652 ","15,366 ","13,320 ","11,116 ","26,971 ","16,153 ","7,041 ","7,105 ","37,066 ","21,933 ","20,755 ","20,874 ","13,267 ","10,577 ","4,996 ","4,418 ","4,366 ","9,478 ","8,530 ","13,146 ","16,978 ","26,013 ","23,082 ","12,351 ","12,383 ","11,622 ","12,207 ","11,669 ","9,071 ","8,625 ",
2015/12/16,"5,526 ","16,965 ","37,084 ","48,432 ","25,909 ","16,252 ","12,204 ","4,250 ","3,303 ","15,496 ","2,435 ","4,686 ","6,909 ","10,877 ","11,224 ","17,951 ","16,140 ","5,830 ","8,109 ","3,109 ","8,551 ","8,344 ","4,444 ","29,330 ","2,191 ","11,999 ","11,329 ","16,489 ","22,266 ","16,836 ","9,521 ","29,915 ","19,013 ","34,083 ","30,146 ","9,589 ","35,530 ","26,661 ","26,206 ","21,515 ","25,001 ","141,468 ","36,142 ","22,058 ","26,479 ","25,293 ","37,578 ","29,972 ","24,493 ","13,757 ","31,874 ","7,870 ","9,341 ","17,848 ","7,566 ","3,553 ","2,855 ","13,632 ","9,809 ","7,596 ","36,252 ","6,551 ","11,376 ","6,936 ","20,854 ","21,770 ","29,121 ","38,589 ","43,432 ","25,869 ","27,820 ","66,153 ","23,878 ","31,992 ","39,336 ","21,110 ","57,356 ","21,490 ","17,599 ","15,581 ","13,080 ","11,182 ","26,934 ","16,555 ","7,113 ","7,373 ","37,650 ","19,473 ","20,978 ","21,259 ","13,115 ","10,796 ","5,085 ","4,465 ","4,479 ","9,511 ","8,477 ","13,087 ","17,413 ","26,630 ","23,190 ","12,350 ","12,413 ","11,800 ","12,346 ","11,885 ","9,083 ","8,822 ",
2015/12/17,"5,954 ","17,274 ","37,922 ","51,597 ","26,060 ","16,389 ","12,492 ","4,174 ","3,316 ","15,573 ","2,442 ","4,669 ","6,730 ","11,172 ","11,414 ","17,869 ","16,223 ","5,855 ","8,078 ","3,092 ","8,614 ","8,401 ","4,591 ","29,624 ","2,275 ","11,902 ","11,560 ","16,394 ","21,987 ","16,951 ","9,749 ","30,170 ","19,383 ","34,241 ","30,853 ","9,572 ","36,099 ","26,704 ","26,256 ","21,585 ","24,744 ","143,985 ","38,720 ","21,837 ","26,769 ","25,877 ","37,464 ","30,041 ","24,166 ","13,881 ","32,112 ","8,016 ","9,240 ","18,040 ","8,137 ","3,523 ","2,802 ","13,931 ","9,744 ","7,656 ","37,349 ","6,720 ","11,413 ","5,997 ","20,917 ","21,912 ","29,448 ","40,265 ","43,743 ","25,773 ","27,864 ","67,947 ","24,008 ","33,032 ","41,937 ","21,057 ","60,540 ","21,164 ","17,694 ","15,048 ","13,302 ","11,269 ","32,581 ","16,700 ","6,835 ","7,164 ","37,656 ","22,267 ","21,387 ","21,428 ","13,774 ","10,708 ","5,200 ","4,475 ","4,438 ","9,468 ","8,579 ","13,328 ","17,322 ","26,792 ","24,179 ","12,388 ","12,477 ","11,864 ","12,490 ","11,707 ","9,222 ","8,824 ",
2015/12/18,"6,753 ","18,103 ","39,233 ","56,232 ","26,670 ","17,073 ","13,068 ","4,383 ","3,535 ","17,757 ","2,636 ","5,011 ","8,940 ","11,765 ","13,208 ","18,498 ","17,072 ","6,594 ","8,936 ","3,594 ","9,340 ","9,262 ","4,622 ","32,955 ","2,485 ","14,009 ","12,703 ","18,538 ","23,623 ","18,790 ","10,660 ","35,796 ","22,080 ","36,290 ","32,750 ","9,873 ","38,443 ","28,679 ","28,136 ","22,802 ","25,162 ","178,905 ","43,055 ","23,369 ","29,065 ","32,772 ","43,684 ","34,676 ","25,917 ","14,254 ","34,367 ","8,610 ","9,775 ","19,768 ","9,442 ","3,766 ","3,064 ","15,023 ","10,675 ","8,766 ","45,899 ","7,040 ","12,921 ","7,436 ","22,632 ","22,870 ","32,279 ","50,337 ","46,924 ","27,227 ","30,098 ","78,088 ","24,407 ","35,641 ","45,910 ","23,282 ","70,402 ","22,619 ","18,847 ","16,673 ","14,536 ","12,213 ","35,973 ","17,825 ","7,764 ","8,098 ","38,887 ","22,123 ","22,172 ","23,257 ","15,029 ","11,725 ","5,564 ","4,850 ","4,693 ","9,909 ","9,499 ","15,837 ","18,428 ","28,594 ","26,832 ","13,011 ","13,245 ","12,681 ","13,138 ","12,648 ","10,156 ","9,829 ",
2015/12/19,"5,039 ","13,489 ","24,994 ","60,794 ","18,405 ","12,820 ","10,107 ","4,003 ","3,252 ","11,724 ","2,317 ","3,570 ","11,168 ","8,969 ","14,732 ","7,414 ","7,958 ","4,620 ","8,814 ","3,364 ","7,148 ","7,553 ","2,550 ","22,706 ","2,668 ","13,824 ","11,935 ","16,679 ","18,925 ","16,776 ","9,843 ","42,584 ","22,733 ","32,356 ","26,487 ","5,177 ","36,134 ","25,600 ","24,659 ","21,408 ","14,955 ","203,366 ","44,095 ","20,721 ","22,216 ","36,257 ","45,160 ","32,683 ","22,896 ","10,489 ","28,371 ","7,202 ","7,716 ","17,219 ","10,380 ","3,325 ","2,068 ","9,643 ","9,764 ","6,667 ","47,500 ","6,560 ","13,452 ","7,537 ","21,178 ","18,617 ","38,632 ","95,251 ","44,457 ","25,847 ","31,037 ","95,707 ","21,185 ","36,486 ","47,056 ","21,417 ","72,548 ","17,587 ","16,571 ","11,731 ","10,386 ","9,237 ","40,505 ","14,130 ","9,875 ","6,486 ","23,390 ","22,556 ","17,562 ","20,675 ","11,592 ","11,863 ","5,487 ","2,624 ","5,942 ","8,760 ","9,294 ","13,177 ","14,528 ","22,024 ","25,199 ","12,566 ","12,500 ","12,811 ","12,369 ","12,094 ","8,795 ","9,437 ",
2015/12/20,"4,991 ","10,711 ","19,486 ","48,530 ","13,947 ","10,128 ","7,979 ","3,511 ","2,679 ","8,386 ","1,961 ","3,204 ","12,278 ","6,784 ","12,101 ","5,356 ","6,323 ","3,906 ","7,170 ","3,819 ","5,994 ","6,556 ","2,379 ","18,703 ","2,437 ","14,540 ","9,270 ","13,298 ","15,703 ","14,439 ","8,487 ","31,851 ","18,846 ","24,901 ","24,912 ","4,304 ","29,793 ","21,807 ","20,423 ","17,455 ","11,335 ","195,946 ","35,764 ","15,164 ","20,699 ","34,406 ","39,937 ","27,510 ","22,699 ","8,947 ","22,803 ","5,985 ","6,322 ","14,995 ","9,088 ","2,830 ","1,597 ","9,618 ","8,356 ","5,628 ","46,461 ","6,253 ","11,963 ","6,653 ","17,607 ","14,723 ","29,570 ","68,366 ","35,546 ","21,038 ","28,449 ","80,928 ","16,678 ","29,590 ","37,025 ","18,335 ","70,353 ","14,704 ","14,189 ","9,934 ","9,264 ","9,464 ","37,333 ","11,727 ","9,730 ","5,469 ","17,202 ","11,106 ","13,931 ","17,252 ","8,653 ","9,551 ","4,155 ","2,058 ","3,530 ","7,259 ","7,966 ","11,708 ","12,577 ","17,555 ","22,063 ","10,061 ","10,318 ","10,329 ","9,744 ","9,968 ","7,446 ","7,659 ",
2015/12/21,"5,570 ","16,435 ","35,600 ","47,671 ","24,878 ","15,663 ","11,728 ","4,144 ","3,189 ","15,218 ","2,510 ","4,496 ","5,933 ","10,279 ","10,376 ","17,114 ","15,385 ","5,618 ","7,923 ","3,147 ","8,278 ","8,255 ","4,323 ","29,003 ","2,233 ","12,065 ","11,296 ","16,028 ","21,201 ","16,384 ","9,589 ","27,977 ","18,088 ","33,124 ","28,571 ","9,448 ","35,214 ","25,774 ","25,628 ","21,082 ","24,208 ","147,581 ","35,377 ","22,047 ","26,243 ","28,679 ","36,676 ","29,578 ","22,855 ","13,432 ","30,590 ","7,888 ","9,321 ","17,837 ","7,451 ","3,380 ","2,719 ","13,933 ","9,827 ","7,534 ","38,399 ","6,615 ","11,445 ","6,986 ","20,757 ","21,163 ","28,669 ","39,420 ","42,611 ","25,092 ","28,127 ","66,505 ","21,616 ","31,355 ","38,129 ","20,263 ","59,460 ","20,214 ","17,158 ","14,913 ","13,047 ","11,502 ","27,422 ","16,022 ","6,965 ","7,304 ","36,209 ","21,109 ","20,667 ","20,942 ","13,029 ","10,520 ","4,902 ","4,417 ","4,266 ","9,094 ","8,343 ","13,222 ","16,891 ","25,923 ","22,973 ","12,309 ","12,135 ","11,545 ","12,077 ","11,574 ","8,916 ","8,690 ",
2015/12/22,"5,640 ","17,031 ","36,438 ","48,838 ","25,350 ","15,819 ","11,985 ","4,223 ","3,334 ","15,378 ","2,588 ","4,661 ","8,815 ","10,519 ","11,222 ","17,798 ","15,568 ","5,872 ","8,126 ","3,393 ","8,567 ","8,428 ","4,445 ","29,861 ","2,299 ","12,278 ","11,392 ","16,347 ","21,430 ","16,690 ","9,598 ","29,301 ","18,720 ","33,705 ","30,327 ","9,472 ","35,362 ","26,421 ","25,633 ","21,659 ","25,117 ","139,408 ","36,245 ","22,462 ","26,349 ","26,461 ","38,374 ","30,625 ","23,886 ","13,590 ","31,235 ","7,966 ","9,478 ","18,165 ","7,806 ","3,411 ","2,832 ","13,637 ","9,881 ","7,669 ","40,407 ","6,631 ","11,402 ","6,841 ","20,836 ","21,600 ","29,154 ","39,822 ","43,532 ","25,496 ","28,459 ","67,496 ","23,014 ","31,554 ","38,824 ","20,780 ","58,582 ","20,582 ","17,203 ","15,135 ","13,149 ","11,522 ","28,206 ","16,777 ","7,641 ","7,399 ","36,890 ","21,591 ","20,732 ","21,077 ","13,105 ","10,684 ","4,927 ","4,355 ","4,388 ","9,318 ","8,451 ","13,018 ","17,402 ","26,195 ","24,057 ","12,166 ","12,025 ","11,709 ","12,190 ","11,737 ","9,144 ","8,691 ",
2015/12/23,"5,743 ","17,495 ","37,438 ","52,292 ","25,943 ","16,362 ","12,580 ","4,292 ","3,273 ","15,815 ","2,517 ","4,848 ","9,389 ","10,770 ","11,429 ","18,060 ","15,954 ","6,010 ","8,321 ","3,399 ","8,530 ","8,593 ","4,535 ","29,958 ","2,290 ","12,720 ","12,044 ","16,721 ","22,270 ","17,308 ","9,879 ","30,305 ","19,431 ","34,484 ","30,971 ","9,466 ","36,241 ","27,168 ","26,537 ","21,777 ","25,580 ","147,053 ","38,961 ","22,903 ","27,191 ","27,006 ","40,500 ","32,949 ","25,300 ","13,798 ","32,622 ","8,143 ","9,460 ","18,397 ","8,210 ","3,608 ","2,792 ","14,378 ","10,227 ","7,638 ","41,750 ","6,863 ","11,671 ","7,157 ","21,117 ","21,879 ","30,105 ","43,290 ","44,475 ","26,182 ","28,909 ","71,456 ","24,742 ","32,866 ","41,651 ","21,964 ","62,687 ","21,379 ","17,978 ","15,665 ","13,538 ","11,690 ","28,746 ","17,150 ","7,613 ","7,644 ","37,931 ","22,292 ","21,237 ","22,175 ","13,492 ","10,850 ","5,149 ","4,520 ","4,470 ","9,579 ","8,669 ","13,518 ","18,093 ","26,987 ","24,965 ","12,543 ","12,560 ","12,060 ","12,452 ","12,019 ","9,383 ","8,783 ",
2015/12/24,"6,183 ","17,737 ","37,972 ","55,401 ","26,066 ","16,872 ","12,946 ","4,271 ","3,324 ","15,745 ","2,591 ","4,791 ","9,041 ","11,330 ","12,470 ","18,234 ","16,231 ","6,041 ","8,367 ","3,425 ","8,907 ","8,753 ","4,900 ","30,646 ","2,495 ","12,504 ","11,984 ","17,474 ","22,638 ","17,692 ","10,019 ","32,798 ","20,822 ","34,839 ","32,421 ","8,188 ","37,267 ","26,872 ","26,858 ","22,150 ","24,389 ","154,544 ","40,353 ","23,167 ","27,897 ","26,812 ","40,515 ","30,419 ","24,551 ","14,088 ","33,110 ","8,316 ","9,684 ","18,659 ","8,590 ","3,581 ","2,930 ","14,082 ","10,278 ","8,089 ","42,792 ","6,917 ","12,125 ","7,128 ","21,579 ","22,273 ","31,326 ","51,469 ","45,517 ","26,383 ","29,814 ","74,547 ","24,037 ","34,830 ","43,856 ","22,980 ","70,788 ","21,588 ","18,260 ","16,053 ","14,067 ","11,492 ","32,851 ","17,244 ","7,816 ","7,819 ","38,955 ","22,512 ","21,746 ","22,037 ","14,593 ","11,379 ","5,141 ","4,465 ","4,557 ","9,714 ","8,910 ","13,849 ","18,090 ","27,078 ","25,979 ","12,593 ","12,621 ","12,355 ","12,624 ","12,130 ","9,475 ","9,123 ",
2015/12/25,"6,617 ","18,501 ","40,057 ","62,526 ","27,308 ","17,580 ","13,242 ","4,579 ","3,526 ","18,272 ","2,624 ","4,965 ","8,813 ","11,965 ","14,148 ","18,708 ","16,624 ","6,928 ","9,022 ","3,409 ","9,915 ","9,493 ","4,781 ","31,915 ","2,684 ","13,666 ","12,823 ","18,192 ","23,753 ","19,465 ","10,725 ","37,421 ","22,602 ","36,631 ","34,658 ","8,441 ","38,604 ","28,242 ","28,482 ","22,926 ","24,816 ","182,243 ","45,091 ","23,784 ","29,107 ","29,499 ","45,595 ","34,099 ","24,763 ","14,247 ","34,559 ","8,715 ","10,242 ","19,879 ","9,904 ","3,731 ","2,918 ","16,081 ","10,582 ","8,769 ","47,775 ","7,061 ","12,734 ","7,463 ","22,523 ","21,653 ","35,045 ","62,595 ","48,139 ","28,015 ","32,838 ","87,491 ","25,509 ","38,427 ","49,351 ","26,076 ","81,523 ","22,825 ","19,179 ","17,050 ","15,238 ","11,929 ","38,512 ","18,623 ","8,144 ","8,452 ","40,032 ","23,775 ","23,155 ","24,171 ","10,523 ","11,672 ","5,432 ","4,631 ","4,809 ","10,272 ","9,787 ","15,762 ","19,521 ","29,910 ","28,661 ","13,559 ","13,337 ","13,412 ","13,446 ","13,009 ","10,149 ","9,912 ",
2015/12/26,"4,814 ","12,546 ","25,619 ","61,323 ","17,592 ","12,607 ","9,780 ","3,863 ","2,966 ","11,730 ","2,077 ","3,502 ","11,797 ","8,331 ","13,853 ","7,212 ","8,051 ","4,958 ","8,614 ","3,384 ","7,208 ","7,620 ","2,404 ","31,045 ","2,529 ","12,008 ","10,609 ","15,118 ","17,863 ","15,770 ","9,549 ","36,921 ","22,157 ","30,709 ","37,352 ","5,227 ","35,037 ","26,402 ","23,136 ","19,807 ","15,152 ","188,326 ","42,370 ","22,054 ","20,638 ","28,368 ","45,305 ","30,988 ","22,300 ","10,749 ","27,270 ","6,842 ","7,300 ","17,160 ","10,721 ","3,270 ","1,898 ","9,196 ","9,617 ","6,402 ","47,245 ","5,865 ","11,715 ","6,527 ","18,793 ","16,378 ","33,152 ","61,276 ","39,714 ","24,145 ","31,739 ","93,596 ","18,502 ","37,248 ","44,781 ","21,888 ","72,079 ","17,190 ","16,519 ","11,095 ","10,536 ","10,148 ","38,002 ","14,157 ","9,760 ","6,430 ","22,957 ","19,030 ","18,497 ","20,815 ","9,651 ","10,552 ","4,759 ","2,477 ","4,012 ","8,210 ","9,213 ","12,696 ","14,201 ","21,770 ","26,692 ","11,654 ","11,995 ","11,917 ","11,384 ","11,465 ","8,460 ","8,807 ",
2015/12/27,"4,886 ","9,669 ","20,427 ","50,825 ","13,581 ","10,591 ","7,768 ","3,328 ","2,320 ","7,677 ","1,510 ","2,537 ","6,583 ","6,059 ","11,658 ","5,408 ","5,941 ","3,601 ","6,542 ","2,364 ","5,987 ","6,242 ","2,361 ","29,116 ","2,349 ","9,348 ","8,806 ","12,233 ","15,059 ","12,882 ","8,065 ","30,515 ","17,650 ","23,921 ","23,827 ","3,560 ","28,456 ","20,331 ","19,401 ","15,600 ","12,242 ","185,806 ","36,218 ","14,687 ","18,924 ","21,568 ","34,146 ","23,833 ","20,901 ","7,446 ","20,463 ","5,516 ","5,844 ","13,084 ","9,204 ","2,593 ","1,654 ","6,178 ","6,820 ","4,814 ","31,487 ","4,908 ","10,017 ","5,328 ","15,191 ","12,945 ","25,840 ","41,852 ","31,929 ","18,758 ","25,397 ","75,039 ","15,337 ","28,876 ","34,867 ","17,893 ","59,955 ","14,514 ","12,808 ","8,931 ","8,738 ","7,130 ","34,178 ","10,749 ","6,922 ","5,092 ","18,021 ","17,253 ","13,904 ","16,886 ","7,302 ","7,611 ","3,952 ","2,015 ","3,060 ","8,021 ","7,559 ","11,105 ","12,437 ","17,841 ","22,332 ","9,046 ","9,006 ","10,067 ","9,231 ","9,440 ","6,239 ","6,773 ",
2015/12/28,"6,197 ","16,850 ","36,786 ","50,158 ","25,450 ","15,842 ","12,098 ","4,070 ","3,150 ","14,881 ","2,387 ","4,445 ","5,857 ","10,476 ","10,812 ","17,516 ","15,341 ","5,825 ","8,207 ","3,094 ","8,373 ","8,411 ","4,449 ","34,593 ","2,212 ","12,226 ","11,326 ","16,225 ","21,167 ","16,636 ","9,590 ","28,258 ","18,431 ","32,876 ","29,418 ","9,499 ","35,290 ","26,324 ","26,072 ","21,328 ","24,574 ","154,355 ","39,960 ","23,831 ","27,167 ","25,369 ","38,289 ","29,861 ","23,323 ","13,697 ","30,956 ","7,940 ","9,529 ","18,182 ","8,246 ","3,463 ","2,721 ","13,089 ","9,580 ","7,579 ","38,051 ","6,692 ","11,195 ","7,081 ","20,645 ","21,485 ","28,771 ","37,500 ","42,991 ","25,409 ","29,573 ","69,149 ","22,148 ","33,005 ","39,622 ","21,509 ","61,787 ","20,493 ","17,173 ","14,989 ","13,140 ","10,972 ","32,292 ","16,617 ","7,226 ","7,545 ","38,072 ","21,985 ","21,006 ","22,134 ","12,933 ","10,727 ","5,127 ","4,406 ","4,400 ","9,286 ","8,550 ","13,631 ","17,932 ","27,489 ","25,409 ","12,398 ","12,190 ","11,876 ","12,166 ","11,923 ","9,055 ","8,762 ",
2015/12/29,"6,060 ","17,422 ","37,981 ","51,752 ","26,067 ","16,318 ","12,470 ","4,222 ","3,289 ","15,365 ","2,474 ","4,640 ","9,908 ","10,785 ","10,808 ","18,065 ","15,863 ","5,895 ","8,230 ","3,339 ","8,440 ","8,535 ","4,356 ","35,178 ","2,235 ","12,448 ","11,552 ","16,500 ","21,549 ","16,681 ","9,775 ","29,356 ","19,454 ","34,250 ","32,645 ","9,567 ","36,032 ","27,007 ","26,603 ","21,736 ","25,470 ","146,736 ","39,488 ","24,472 ","27,520 ","27,300 ","40,475 ","31,880 ","23,934 ","13,807 ","32,131 ","7,976 ","9,827 ","18,637 ","9,345 ","3,455 ","2,815 ","13,677 ","10,090 ","7,715 ","40,478 ","6,715 ","11,268 ","6,820 ","21,021 ","22,012 ","29,628 ","37,487 ","43,582 ","25,577 ","30,486 ","70,431 ","23,879 ","33,619 ","40,639 ","22,502 ","61,318 ","21,282 ","17,755 ","15,520 ","13,413 ","11,558 ","32,332 ","17,103 ","7,837 ","7,590 ","38,377 ","22,138 ","21,559 ","23,252 ","13,111 ","10,856 ","5,188 ","4,551 ","4,368 ","9,743 ","8,763 ","13,661 ","18,374 ","27,932 ","26,547 ","12,384 ","12,369 ","11,972 ","12,337 ","11,792 ","9,099 ","8,764 ",
2015/12/30,"6,484 ","17,760 ","39,436 ","56,537 ","26,979 ","17,033 ","12,870 ","4,428 ","3,256 ","17,007 ","2,537 ","4,830 ","8,172 ","11,168 ","12,210 ","18,281 ","16,001 ","6,048 ","8,372 ","3,152 ","9,087 ","8,817 ","4,650 ","34,354 ","2,274 ","12,560 ","12,062 ","16,953 ","22,556 ","17,336 ","10,406 ","30,747 ","20,498 ","35,358 ","32,888 ","9,919 ","36,940 ","27,760 ","26,919 ","21,868 ","25,506 ","159,655 ","42,205 ","24,841 ","27,576 ","26,979 ","41,800 ","32,941 ","25,217 ","14,031 ","33,130 ","8,329 ","9,680 ","18,835 ","9,750 ","3,562 ","2,794 ","13,928 ","10,270 ","7,857 ","40,290 ","6,787 ","11,533 ","7,247 ","21,077 ","22,010 ","30,397 ","38,810 ","44,999 ","25,941 ","31,132 ","76,459 ","25,115 ","34,879 ","44,387 ","26,588 ","66,057 ","22,502 ","18,535 ","15,928 ","13,728 ","11,346 ","34,934 ","18,261 ","7,584 ","8,069 ","40,028 ","23,090 ","22,778 ","24,122 ","13,436 ","10,938 ","5,309 ","4,508 ","4,538 ","9,865 ","9,159 ","14,175 ","19,103 ","28,864 ","28,058 ","12,744 ","12,566 ","12,388 ","12,695 ","12,311 ","9,337 ","8,884 ",
